=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2026-1-29_22-17-8
====================================================================================
22:17:8 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
22:17:8 | [PermissionManager] Adding Super Admin (76561198116299684)
22:17:8 | [PermissionManager] Adding Super Admin (76561198124555828)
22:17:8 | [PermissionManager] Loaded UserGroups.json
22:17:8 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
22:17:8 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
22:17:8 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
22:17:8 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
22:17:8 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
22:17:8 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
22:17:8 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
22:17:8 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
22:17:8 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
22:17:8 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
22:17:8 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
22:17:8 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
22:17:8 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
22:17:8 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
22:17:8 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
22:17:8 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
22:17:8 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
22:17:8 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
22:17:8 | Building Sets Loaded: 2
22:17:8 | [SteamAPIManager] WARNING couldn't fetch server IP from configs; using cURL...
22:17:8 | [SteamAPIManager] ERROR No steam API key configured, and or key is invalid.
22:18:47 | Player "BouRHooD" (steamId=76561198116299684) connected to server!
22:19:35 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5288.983887, 104.228127, 845.309082>)
22:19:35 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5278.541504, 104.229996, 838.018555>)
22:19:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5227.430664, 99.529999, 873.676086>)
22:19:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5214.876465, 99.530006, 883.336975>)
22:19:42 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5202.688477, 99.530006, 892.606995>)
22:19:42 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5190.760254, 99.530006, 901.722473>)
22:19:42 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5179.112305, 99.530006, 910.552002>)
22:19:42 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5167.057617, 99.529984, 919.723389>)
22:19:48 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5134.257813, 99.530006, 943.445007>)
22:19:49 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5124.288574, 99.530006, 952.837158>)
22:19:49 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5115.736816, 99.530006, 962.994446>)
22:19:49 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5115.727539, 99.529999, 963.052307>)
22:19:49 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5115.738770, 99.529991, 963.132019>)
22:19:49 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5115.748535, 99.529984, 963.203369>)
22:19:49 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5115.758789, 99.530006, 963.284302>)
22:19:49 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5115.806641, 99.529999, 963.345886>)
22:19:49 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5115.880859, 99.529999, 963.410461>)
22:19:49 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5115.953613, 99.529999, 963.475281>)
22:19:49 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5116.024902, 99.530006, 963.540710>)
22:19:49 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5115.553711, 99.529991, 964.873230>)
22:19:49 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5114.814453, 99.529991, 965.846375>)
22:19:49 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5114.037598, 99.529999, 966.765808>)
22:19:49 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5113.298340, 99.529999, 967.655518>)
22:19:49 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5112.520996, 99.529999, 968.518555>)
22:19:49 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5111.968262, 99.529999, 969.405151>)
22:19:49 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5111.478516, 99.529999, 970.191956>)
22:19:49 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5111.065430, 99.530006, 970.856873>)
22:19:49 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5110.687500, 99.530014, 971.410889>)
22:19:49 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5110.373047, 99.530006, 971.868286>)
22:19:49 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5110.105469, 99.529999, 972.249268>)
22:19:49 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5109.149414, 99.529991, 973.576416>)
22:19:49 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5108.530762, 99.530014, 974.630920>)
22:19:49 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5108.075684, 99.529999, 975.406433>)
22:19:49 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5107.751465, 99.529999, 975.959534>)
22:19:49 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5106.710449, 99.529991, 977.397949>)
22:19:49 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5106.056152, 99.530022, 978.427368>)
22:19:49 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5105.620605, 99.529991, 979.111633>)
22:19:49 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5105.338867, 99.530006, 979.555481>)
22:19:49 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5104.358887, 99.529999, 980.905151>)
22:19:49 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5103.809082, 99.529999, 981.792053>)
22:19:49 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5103.479492, 99.529991, 982.333557>)
22:19:49 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5103.291016, 99.529991, 982.661255>)
22:19:49 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5102.096680, 99.530006, 984.548035>)
22:19:49 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5101.535156, 99.530006, 985.598999>)
22:19:49 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5101.267578, 99.529999, 986.154297>)
22:19:49 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5099.988281, 99.529991, 988.155945>)
22:19:49 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5099.456055, 99.529999, 989.137939>)
22:19:49 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5099.284668, 99.530014, 989.560486>)
22:19:49 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5099.297363, 99.529984, 989.701782>)
22:19:49 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5098.046875, 99.529991, 991.818604>)
22:19:49 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5097.707520, 99.530006, 992.729309>)
22:19:49 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5097.628906, 99.529999, 993.091431>)
22:19:49 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5097.690430, 99.529999, 993.206421>)
22:19:49 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5096.041992, 99.530006, 996.101990>)
22:19:49 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5092.078125, 99.530014, 1004.755737>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5086.849609, 99.272041, 1016.161621>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5086.808105, 99.270676, 1016.268188>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5086.775391, 99.269615, 1016.353271>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5086.748535, 99.268684, 1016.421631>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5086.724121, 99.267845, 1016.484680>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5086.694824, 99.266777, 1016.557495>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5086.660645, 99.265656, 1016.643677>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5086.630371, 99.264565, 1016.719116>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5086.602539, 99.263687, 1016.790710>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5084.052734, 99.309998, 1022.405701>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5083.472168, 99.370743, 1023.692017>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5083.322266, 99.386871, 1024.030273>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5083.282227, 99.391464, 1024.125244>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5083.256348, 99.394730, 1024.190186>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5083.238770, 99.396935, 1024.235107>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5083.139648, 99.410866, 1024.506104>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5083.129883, 99.412552, 1024.537231>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5083.135254, 99.412201, 1024.528687>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5082.765137, 99.443367, 1025.350952>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5082.437988, 99.461639, 1026.075684>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5082.109863, 99.479927, 1026.800537>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5081.798340, 99.497276, 1027.490356>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5081.509766, 99.513374, 1028.128418>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5081.196777, 99.530006, 1028.827148>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5080.886230, 99.529999, 1029.523315>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5080.617188, 99.530006, 1030.126587>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5080.388672, 99.530006, 1030.638916>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5079.849121, 99.530006, 1031.837891>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5079.405762, 99.530006, 1032.820068>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5079.053711, 99.529991, 1033.602661>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5078.778809, 99.529999, 1034.211304>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5078.559082, 99.530006, 1034.696167>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5078.385742, 99.530014, 1035.077393>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5078.250488, 99.529999, 1035.372070>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5078.146484, 99.529999, 1035.599731>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5077.656738, 99.530006, 1036.685425>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5077.302246, 99.530006, 1037.443481>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5077.054688, 99.529999, 1037.961304>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5076.887695, 99.530006, 1038.304077>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5076.051758, 99.530006, 1040.122803>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5075.488281, 99.529999, 1041.251953>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5075.127441, 99.529999, 1041.945435>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5074.894043, 99.529999, 1042.358032>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5074.722656, 99.529991, 1042.603271>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5074.608887, 99.529991, 1042.759155>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5074.513184, 99.530006, 1042.861328>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5074.435059, 99.530006, 1042.932617>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5073.823730, 99.529999, 1044.103638>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5073.441406, 99.529991, 1044.642944>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5073.220215, 99.529999, 1044.881348>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5073.075195, 99.530006, 1044.963867>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5071.382813, 99.529991, 1048.199829>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5070.536133, 99.530006, 1049.542603>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5070.122559, 99.529999, 1050.055664>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5069.918457, 99.529999, 1050.242188>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5069.656738, 99.530006, 1050.273438>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5069.487793, 99.529999, 1050.275635>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5069.283691, 99.529999, 1050.235596>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5068.428223, 99.529991, 1051.098877>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5067.987793, 99.530006, 1051.207031>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5066.042480, 99.529991, 1054.165771>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5065.424316, 99.530014, 1054.954590>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5065.235840, 99.529999, 1055.145630>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5065.155273, 99.529999, 1055.173584>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5062.866699, 99.529991, 1057.330200>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5062.280762, 99.530014, 1057.712524>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5062.105957, 99.529999, 1057.752686>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5062.041992, 99.529999, 1057.759399>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5061.995117, 99.529991, 1057.827759>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5061.957031, 99.529999, 1057.883179>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5061.919922, 99.529999, 1057.937988>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5061.457520, 99.529991, 1058.518799>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5061.129395, 99.529991, 1058.933716>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5060.794434, 99.529999, 1059.358032>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5060.122070, 99.530006, 1060.312134>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5059.348633, 99.529999, 1061.028198>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5058.660645, 99.530014, 1061.665405>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5058.055664, 99.529999, 1062.225464>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5057.576660, 99.530014, 1062.841309>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5057.051270, 99.529999, 1063.231934>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5056.624512, 99.529991, 1063.546021>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5056.272461, 99.530022, 1063.786621>)
22:19:50 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5055.959961, 99.530006, 1063.924683>)
22:19:51 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5055.694336, 99.529999, 1064.027710>)
22:19:51 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5054.268555, 99.529991, 1065.621704>)
22:19:51 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5053.009277, 99.529991, 1066.552368>)
22:19:51 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5052.102539, 99.530006, 1067.167725>)
22:19:51 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5051.436035, 99.529999, 1067.520996>)
22:19:51 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5050.384766, 99.529991, 1068.051880>)
22:19:51 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5049.542480, 99.530006, 1068.017700>)
22:19:51 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5049.007324, 99.529999, 1067.908936>)
22:19:51 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5048.728516, 99.529999, 1068.039429>)
22:19:51 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5048.529785, 99.529991, 1068.092041>)
22:19:51 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5045.396484, 99.529991, 1070.163818>)
22:19:51 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5043.632324, 99.529999, 1071.084961>)
22:19:51 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5042.709961, 99.529991, 1071.559204>)
22:19:51 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5042.253906, 99.529999, 1071.803223>)
22:19:51 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5042.028809, 99.530006, 1071.970581>)
22:19:51 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5041.894043, 99.530006, 1072.070435>)
22:19:51 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5041.801758, 99.529999, 1072.128418>)
22:19:51 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5039.343750, 99.530006, 1073.415771>)
22:19:51 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5038.324219, 99.529984, 1073.813599>)
22:19:51 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5037.946777, 99.530014, 1073.959717>)
22:19:51 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5037.800293, 99.530014, 1074.041870>)
22:19:51 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5037.721191, 99.529991, 1074.094727>)
22:19:51 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5037.665039, 99.530014, 1074.126587>)
22:19:51 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5033.387695, 99.529999, 1076.427246>)
