=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2026-1-27_10-43-22
====================================================================================
10:43:22 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
10:43:22 | [PermissionManager] Perm (TeleportToCrosshair) has been registered!
10:43:22 | [PermissionManager] Perm (FreeCamera) has been registered!
10:43:22 | [PermissionManager] Perm (RepairVehiclesAtCrosshair) has been registered!
10:43:22 | [PermissionManager] Perm (MenuItemManager) has been registered!
10:43:22 | [PermissionManager] Perm (MenuItemManager:SpawnItem) has been registered!
10:43:22 | [PermissionManager] Perm (MenuItemManager:EditPreset) has been registered!
10:43:22 | [PermissionManager] Perm (MenuItemManager:SpawnPreset) has been registered!
10:43:22 | [PermissionManager] Perm (MenuItemManager:DeletePreset) has been registered!
10:43:22 | [PermissionManager] Perm (MenuItemManager:AddPreset) has been registered!
10:43:22 | [PermissionManager] Perm (MenuServerManager) has been registered!
10:43:22 | [PermissionManager] Perm (ServerManager:RestartServer) has been registered!
10:43:22 | [PermissionManager] Perm (ServerManager:LockServer) has been registered!
10:43:22 | [PermissionManager] Perm (ServerManager:KickAllPlayers) has been registered!
10:43:22 | [PermissionManager] Perm (ServerManager:LoadScripts) has been registered!
10:43:22 | [PermissionManager] Perm (MenuWeatherManager) has been registered!
10:43:22 | [PermissionManager] Perm (WeatherManager:ApplyWeather) has been registered!
10:43:22 | [PermissionManager] Perm (WeatherManager:ApplyTime) has been registered!
10:43:22 | [PermissionManager] Perm (WeatherManager:SavePreset) has been registered!
10:43:22 | [PermissionManager] Perm (WeatherManager:DeletePreset) has been registered!
10:43:22 | [PermissionManager] Perm (WeatherManager:ApplyPreset) has been registered!
10:43:22 | [PermissionManager] Perm (WeatherManager:ApplyTimePreset) has been registered!
10:43:22 | [PermissionManager] Perm (WeatherManager:SaveTimePreset) has been registered!
10:43:22 | [PermissionManager] Perm (WeatherManager:DeleteTimePreset) has been registered!
10:43:22 | [PermissionManager] Perm (MenuObjectManager) has been registered!
10:43:22 | [PermissionManager] Perm (MenuObjectManager:CreateNewSet) has been registered!
10:43:22 | [PermissionManager] Perm (MenuObjectManager:UpdateSet) has been registered!
10:43:22 | [PermissionManager] Perm (MenuObjectManager:DeleteSet) has been registered!
10:43:22 | [PermissionManager] Perm (MenuObjectManager:EditSet) has been registered!
10:43:22 | [PermissionManager] Perm (MenuPermissionsEditor) has been registered!
10:43:22 | [PermissionManager] Perm (PermissionsEditor:RemoveUser) has been registered!
10:43:22 | [PermissionManager] Perm (PermissionsEditor:AddUser) has been registered!
10:43:22 | [PermissionManager] Perm (PermissionsEditor:CreateUserGroup) has been registered!
10:43:22 | [PermissionManager] Perm (PermissionsEditor:DeleteUserGroup) has been registered!
10:43:22 | [PermissionManager] Perm (PermissionsEditor:ChangePermLevel) has been registered!
10:43:22 | [PermissionManager] Perm (MenuPlayerManager) has been registered!
10:43:22 | [PermissionManager] Perm (PlayerManager:GiveGodmode) has been registered!
10:43:22 | [PermissionManager] Perm (PlayerManager:BanPlayer) has been registered!
10:43:22 | [PermissionManager] Perm (PlayerManager:KickPlayer) has been registered!
10:43:22 | [PermissionManager] Perm (PlayerManager:HealPlayers) has been registered!
10:43:22 | [PermissionManager] Perm (PlayerManager:SetPlayerStats) has been registered!
10:43:22 | [PermissionManager] Perm (PlayerManager:KillPlayers) has been registered!
10:43:22 | [PermissionManager] Perm (PlayerManager:GodMode) has been registered!
10:43:22 | [PermissionManager] Perm (PlayerManager:SpectatePlayer) has been registered!
10:43:22 | [PermissionManager] Perm (PlayerManager:TeleportToPlayer) has been registered!
10:43:22 | [PermissionManager] Perm (PlayerManager:TeleportPlayerTo) has been registered!
10:43:22 | [PermissionManager] Perm (PlayerManager:SetPlayerInvisible) has been registered!
10:43:22 | [PermissionManager] Perm (PlayerManager:SendMessage) has been registered!
10:43:22 | [PermissionManager] Perm (PlayerManager:GiveUnlimitedAmmo) has been registered!
10:43:22 | [PermissionManager] Perm (PlayerManager:MakePlayerVomit) has been registered!
10:43:22 | [PermissionManager] Perm (PlayerManager:FreezePlayers) has been registered!
10:43:22 | [PermissionManager] Perm (PlayerManager:ChangeScale) has been registered!
10:43:22 | [PermissionManager] Perm (MenuBansManager) has been registered!
10:43:22 | [PermissionManager] Perm (BansManager:UnbanPlayer) has been registered!
10:43:22 | [PermissionManager] Perm (BansManager:UpdateBanDuration) has been registered!
10:43:22 | [PermissionManager] Perm (BansManager:UpdateBanReason) has been registered!
10:43:22 | [PermissionManager] Perm (MenuWebHooks) has been registered!
10:43:22 | [PermissionManager] Perm (MenuWebHooks:Create) has been registered!
10:43:22 | [PermissionManager] Perm (MenuWebHooks:Edit) has been registered!
10:43:22 | [PermissionManager] Perm (MenuWebHooks:Delete) has been registered!
10:43:22 | [PermissionManager] Perm (MenuTeleportManager) has been registered!
10:43:22 | [PermissionManager] Perm (TeleportManager:ViewPlayerPositions) has been registered!
10:43:22 | [PermissionManager] Perm (TeleportManager:TPPlayers) has been registered!
10:43:22 | [PermissionManager] Perm (TeleportManager:TPSelf) has been registered!
10:43:22 | [PermissionManager] Perm (TeleportManager:DeletePreset) has been registered!
10:43:22 | [PermissionManager] Perm (TeleportManager:AddNewPreset) has been registered!
10:43:22 | [PermissionManager] Perm (TeleportManager:EditPreset) has been registered!
10:43:22 | [PermissionManager] Perm (TeleportManager:TeleportEntity) has been registered!
10:43:22 | [PermissionManager] Perm (EspToolsMenu) has been registered!
10:43:22 | [PermissionManager] Perm (EspToolsMenu:DeleteObjects) has been registered!
10:43:22 | [PermissionManager] Perm (EspToolsMenu:PlayerESP) has been registered!
10:43:22 | [PermissionManager] Perm (EspToolsMenu:RestPasscodeFence) has been registered!
10:43:22 | [PermissionManager] Perm (EspToolsMenu:RetriveCodeFromObj) has been registered!
10:43:22 | [PermissionManager] Perm (EspToolsMenu:PlayerMeshEsp) has been registered!
10:43:22 | [PermissionManager] Perm (EspToolsMenu:InstantBaseBuild) has been registered!
10:43:22 | [PermissionManager] Perm (MenuXMLEditor) has been registered!
10:43:22 | [PermissionManager] Perm (MenuCommandsConsole) has been registered!
10:43:22 | [PermissionManager] Adding Super Admin (76561198116299684)
10:43:22 | [PermissionManager] Adding Super Admin (76561198124555828)
10:43:22 | [PermissionManager] Loaded UserGroups.json
10:43:22 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
10:43:22 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
10:43:22 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
10:43:22 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
10:43:22 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
10:43:22 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
10:43:22 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
10:43:22 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
10:43:22 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
10:43:22 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
10:43:22 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
10:43:22 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
10:43:22 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
10:43:22 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
10:43:22 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
10:43:22 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
10:43:22 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
10:43:22 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
10:43:22 | Building Sets Loaded: 3
10:43:22 | [SteamAPIManager] WARNING couldn't fetch server IP from configs; using cURL...
10:43:22 | [SteamAPIManager] ERROR No steam API key configured, and or key is invalid.
10:44:22 | Player "BouRHooD" (steamId=76561198116299684) connected to server!
10:45:7 | "BouRHooD" (steamid=76561198116299684) healed player (steamid=76561198116299684)
10:45:14 | "BouRHooD" (steamid=76561198116299684) gave godmode to (steamid=76561198116299684)
10:45:37 | [WeatherManager] Send Data Count is 0
10:46:2 | [BuildingSetManager] Saved: $profile:VPPAdminTools/ConfigurablePlugins/BuildingSetManager/СидоровичБункер.vpp
10:46:2 | [BuildingSetManager] Saving & Reloading Building Set:СидоровичБункер
10:46:2 | "BouRHooD" (steamid=76561198116299684) updated building set (СидоровичБункер)
10:46:2 | [BuildingSetManager] Deleted file: СидоровичБункер
10:46:2 | [BuildingSetManager] Saved: $profile:VPPAdminTools/ConfigurablePlugins/BuildingSetManager/СидоровичБункер.vpp
10:46:21 | [BuildingSetManager] Saved: $profile:VPPAdminTools/ConfigurablePlugins/BuildingSetManager/СидоровичБункер.vpp
10:46:21 | [BuildingSetManager] Saving & Reloading Building Set:СидоровичБункер
10:46:21 | "BouRHooD" (steamid=76561198116299684) updated building set (СидоровичБункер)
10:46:21 | [BuildingSetManager] Deleted file: СидоровичБункер
10:46:21 | [BuildingSetManager] Saved: $profile:VPPAdminTools/ConfigurablePlugins/BuildingSetManager/СидоровичБункер.vpp
10:46:25 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5078.218262, 94.184341, 960.175293>)
10:46:30 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5072.742676, 94.184341, 965.202393>)
10:46:46 | [BuildingSetManager] Saved: $profile:VPPAdminTools/ConfigurablePlugins/BuildingSetManager/ДеревняНовичков.vpp
10:46:46 | [BuildingSetManager] Saving & Reloading Building Set:ДеревняНовичков
10:46:46 | "BouRHooD" (steamid=76561198116299684) updated building set (ДеревняНовичков)
10:46:46 | [BuildingSetManager] Deleted file: ДеревняНовичков
10:46:46 | [BuildingSetManager] Saved: $profile:VPPAdminTools/ConfigurablePlugins/BuildingSetManager/ДеревняНовичков.vpp
10:46:55 | "BouRHooD" (steamid=76561198116299684) deleted building set (test)
10:47:8 | [BuildingSetManager] Saved: $profile:VPPAdminTools/ConfigurablePlugins/BuildingSetManager/ДеревняНовичков.vpp
10:47:8 | [BuildingSetManager] Saving & Reloading Building Set:ДеревняНовичков
10:47:8 | "BouRHooD" (steamid=76561198116299684) updated building set (ДеревняНовичков)
10:47:8 | [BuildingSetManager] Deleted file: ДеревняНовичков
10:47:8 | [BuildingSetManager] Saved: $profile:VPPAdminTools/ConfigurablePlugins/BuildingSetManager/ДеревняНовичков.vpp
10:47:22 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5072.330078, 94.184341, 966.012024>)
10:47:23 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5069.291992, 94.970261, 967.301819>)
10:47:24 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5068.659668, 96.288109, 970.127441>)
10:47:24 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5070.160645, 97.719604, 972.659912>)
10:47:24 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5070.182129, 97.738007, 972.691040>)
10:47:24 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5070.202637, 97.757179, 972.724548>)
10:47:24 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5070.225586, 97.777428, 972.759277>)
10:47:24 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5070.246094, 97.796906, 972.793518>)
10:47:24 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5070.268066, 97.817032, 972.828674>)
10:47:24 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5070.289063, 97.837090, 972.864075>)
10:47:24 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5070.311035, 97.857124, 972.898865>)
10:47:24 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5073.642090, 99.207588, 972.356445>)
