=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2026-1-17_16-6-13
====================================================================================
16:6:13 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
16:6:13 | [PermissionManager] Perm (PlayerManager:KillPlayers) has been registered!
16:6:13 | [PermissionManager] Perm (PlayerManager:GodMode) has been registered!
16:6:13 | [PermissionManager] Perm (PlayerManager:SpectatePlayer) has been registered!
16:6:13 | [PermissionManager] Perm (PlayerManager:TeleportToPlayer) has been registered!
16:6:13 | [PermissionManager] Perm (PlayerManager:TeleportPlayerTo) has been registered!
16:6:13 | [PermissionManager] Perm (PlayerManager:SetPlayerInvisible) has been registered!
16:6:13 | [PermissionManager] Perm (PlayerManager:SendMessage) has been registered!
16:6:13 | [PermissionManager] Perm (PlayerManager:GiveUnlimitedAmmo) has been registered!
16:6:13 | [PermissionManager] Perm (PlayerManager:MakePlayerVomit) has been registered!
16:6:13 | [PermissionManager] Perm (PlayerManager:FreezePlayers) has been registered!
16:6:13 | [PermissionManager] Perm (PlayerManager:ChangeScale) has been registered!
16:6:13 | [PermissionManager] Perm (MenuBansManager) has been registered!
16:6:13 | [PermissionManager] Perm (BansManager:UnbanPlayer) has been registered!
16:6:13 | [PermissionManager] Perm (BansManager:UpdateBanDuration) has been registered!
16:6:13 | [PermissionManager] Perm (BansManager:UpdateBanReason) has been registered!
16:6:13 | [PermissionManager] Perm (MenuWebHooks) has been registered!
16:6:13 | [PermissionManager] Perm (MenuWebHooks:Create) has been registered!
16:6:13 | [PermissionManager] Perm (MenuWebHooks:Edit) has been registered!
16:6:13 | [PermissionManager] Perm (MenuWebHooks:Delete) has been registered!
16:6:13 | [PermissionManager] Perm (MenuTeleportManager) has been registered!
16:6:13 | [PermissionManager] Perm (TeleportManager:ViewPlayerPositions) has been registered!
16:6:13 | [PermissionManager] Perm (TeleportManager:TPPlayers) has been registered!
16:6:13 | [PermissionManager] Perm (TeleportManager:TPSelf) has been registered!
16:6:13 | [PermissionManager] Perm (TeleportManager:DeletePreset) has been registered!
16:6:13 | [PermissionManager] Perm (TeleportManager:AddNewPreset) has been registered!
16:6:13 | [PermissionManager] Perm (TeleportManager:EditPreset) has been registered!
16:6:13 | [PermissionManager] Perm (TeleportManager:TeleportEntity) has been registered!
16:6:13 | [PermissionManager] Perm (EspToolsMenu) has been registered!
16:6:13 | [PermissionManager] Perm (EspToolsMenu:DeleteObjects) has been registered!
16:6:13 | [PermissionManager] Perm (EspToolsMenu:PlayerESP) has been registered!
16:6:13 | [PermissionManager] Perm (EspToolsMenu:RestPasscodeFence) has been registered!
16:6:13 | [PermissionManager] Perm (EspToolsMenu:RetriveCodeFromObj) has been registered!
16:6:13 | [PermissionManager] Perm (EspToolsMenu:PlayerMeshEsp) has been registered!
16:6:13 | [PermissionManager] Perm (EspToolsMenu:InstantBaseBuild) has been registered!
16:6:13 | [PermissionManager] Perm (MenuXMLEditor) has been registered!
16:6:13 | [PermissionManager] Perm (MenuCommandsConsole) has been registered!
16:6:13 | [PermissionManager] Adding Super Admin (76561198116299684)
16:6:13 | [PermissionManager] Adding Super Admin (76561198124555828)
16:6:13 | [PermissionManager] Loaded UserGroups.json
16:6:13 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
16:6:13 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
16:6:13 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
16:6:13 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
16:6:13 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
16:6:13 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
16:6:13 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
16:6:13 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
16:6:13 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
16:6:13 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
16:6:13 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
16:6:13 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
16:6:13 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
16:6:13 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
16:6:13 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
16:6:13 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
16:6:13 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
16:6:13 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
16:6:13 | Building Sets Loaded: 0
16:6:13 | [SteamAPIManager] WARNING couldn't fetch server IP from configs; using cURL...
16:6:13 | [SteamAPIManager] ERROR No steam API key configured, and or key is invalid.
16:7:3 | Player "BouRHooD" (steamId=76561198116299684) connected to server!
16:7:26 | "76561198116299684" (steamid=76561198116299684) teleported to (pos=<5078.990234, 107.529999, 15714.299805>)
16:7:26 | "BouRHooD": (steamid=76561198116299684) teleported to (pos=5078.99,0,15714.3)
16:7:35 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5060.224609, 107.529984, 15727.996094>)
16:7:37 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5041.129883, 107.530014, 15735.116211>)
16:7:38 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5027.457520, 107.529991, 15734.028320>)
16:7:38 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5027.315430, 107.529991, 15734.135742>)
16:7:38 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5027.151855, 107.529984, 15734.196289>)
16:7:38 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5027.009766, 107.529991, 15734.252930>)
16:7:38 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5026.917969, 107.529984, 15734.277344>)
16:7:38 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5026.863770, 107.529991, 15734.273438>)
16:7:38 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5026.812988, 107.529991, 15734.267578>)
16:7:38 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5026.758789, 107.529984, 15734.263672>)
16:7:38 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5026.687500, 107.529991, 15734.254883>)
16:7:38 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5014.872070, 107.529984, 15733.425781>)
16:7:38 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5014.882324, 107.529991, 15733.395508>)
16:7:38 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5014.661621, 107.530006, 15733.354492>)
16:7:38 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5014.650879, 107.529999, 15733.346680>)
16:7:38 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5002.682617, 107.529991, 15732.459961>)
16:7:38 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5002.677734, 107.529999, 15732.444336>)
16:7:38 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5002.421387, 107.529999, 15732.410156>)
16:7:38 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5002.401367, 107.529999, 15732.396484>)
16:7:38 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5002.380859, 107.529999, 15732.389648>)
16:7:38 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5002.351074, 107.529999, 15732.389648>)
16:7:38 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4999.879395, 107.530006, 15732.209961>)
16:7:38 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4997.709473, 107.530006, 15732.065430>)
16:7:38 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4996.218262, 107.578262, 15731.955078>)
16:7:38 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4995.770508, 107.718201, 15731.919922>)
16:7:38 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4992.384277, 107.529999, 15731.684570>)
16:7:38 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4990.934570, 107.529999, 15731.582031>)
16:7:38 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4989.893555, 107.529999, 15731.511719>)
16:7:38 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4989.212891, 107.529999, 15731.521484>)
16:7:38 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4974.449707, 107.530006, 15735.002930>)
16:7:39 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4960.737305, 107.529991, 15738.661133>)
16:7:39 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4960.712891, 107.529976, 15738.658203>)
16:7:39 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4960.655762, 107.529984, 15738.664063>)
16:7:39 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4960.589844, 107.530014, 15738.669922>)
16:7:39 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4960.525391, 107.530014, 15738.686523>)
16:7:39 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4960.446289, 107.530006, 15738.704102>)
16:7:39 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4948.308105, 107.530006, 15742.050781>)
16:7:39 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4948.315430, 107.530006, 15742.041992>)
16:7:39 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4948.313965, 107.530006, 15742.037109>)
16:7:39 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4948.303223, 107.530006, 15742.035156>)
16:7:39 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4936.271973, 107.530006, 15745.204102>)
16:7:39 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4936.249023, 107.529991, 15745.180664>)
16:7:39 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4936.210449, 107.529999, 15745.157227>)
16:7:39 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4936.166992, 107.529999, 15745.131836>)
16:7:39 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4935.982422, 107.529991, 15745.157227>)
16:7:39 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4936.078125, 107.529999, 15745.112305>)
16:7:39 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4924.820801, 107.530014, 15748.027344>)
16:7:39 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4924.819824, 107.530006, 15748.013672>)
16:7:39 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4924.836426, 107.530006, 15747.994141>)
16:7:39 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4924.722168, 107.530006, 15747.990234>)
16:7:39 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4924.807129, 107.530014, 15747.942383>)
16:7:39 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4912.150391, 107.529999, 15747.991211>)
16:7:40 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4897.939941, 107.529999, 15746.385742>)
16:7:40 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4897.917969, 107.530006, 15746.417969>)
16:7:40 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4897.913574, 107.529999, 15746.455078>)
16:7:40 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4897.979980, 107.529991, 15746.511719>)
16:7:40 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4898.028320, 107.529999, 15746.561523>)
16:7:40 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4898.071777, 107.529999, 15746.630859>)
16:7:40 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4898.120117, 107.530006, 15746.725586>)
16:7:40 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4898.151367, 107.529999, 15746.801758>)
16:7:40 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4898.047363, 107.529991, 15746.827148>)
16:7:40 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4897.955566, 107.529999, 15746.852539>)
16:7:40 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4885.928711, 107.529999, 15745.447266>)
16:7:40 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4885.935059, 107.530006, 15745.451172>)
16:7:40 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4885.787109, 107.529999, 15745.455078>)
16:7:40 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4885.875000, 107.529999, 15745.484375>)
16:7:40 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4885.954102, 107.529999, 15745.509766>)
16:7:40 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4886.024902, 107.530006, 15745.574219>)
16:7:40 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4886.069824, 107.530006, 15745.627930>)
16:7:40 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4883.366699, 107.529991, 15745.402344>)
16:7:40 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4881.102539, 107.529999, 15745.264648>)
16:7:40 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4866.980469, 107.529999, 15747.184570>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4853.155762, 107.530006, 15749.128906>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4853.144043, 107.529999, 15749.071289>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4853.137695, 107.529999, 15749.000977>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4853.123047, 107.530006, 15748.945313>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4853.054199, 107.529999, 15748.890625>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4852.978027, 107.529999, 15748.833008>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4841.372070, 107.529999, 15750.389648>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4841.387207, 107.529999, 15750.365234>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4841.176758, 107.529999, 15750.362305>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4841.184082, 107.529991, 15750.342773>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4841.175293, 107.529999, 15750.330078>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4841.149902, 107.529991, 15750.331055>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4841.113281, 107.530006, 15750.331055>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4839.746094, 107.702278, 15750.531250>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4836.112793, 107.529999, 15750.950195>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4834.101074, 107.529991, 15751.217773>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4832.487793, 107.529999, 15751.401367>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4831.256836, 107.529999, 15751.540039>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4829.692871, 107.530006, 15751.716797>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4828.584473, 107.529999, 15751.818359>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4825.536133, 107.530006, 15752.179688>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4823.509766, 107.530006, 15752.363281>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4822.244141, 107.530006, 15752.467773>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4821.428223, 107.529999, 15752.484375>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4818.797363, 107.529991, 15752.816406>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4817.391602, 107.529999, 15752.927734>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4812.905273, 107.529999, 15753.196289>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4810.612305, 107.530006, 15753.201172>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4807.334473, 107.529999, 15753.461914>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4805.779785, 107.530006, 15753.309570>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4800.675293, 107.530006, 15753.389648>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4798.898926, 107.529999, 15753.226563>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4798.302734, 107.530006, 15753.083008>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4798.043945, 107.529991, 15753.023438>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4797.882324, 107.530006, 15752.941406>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4790.224121, 107.529999, 15753.046875>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4788.486816, 107.529999, 15753.013672>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4785.961914, 107.530006, 15752.714844>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4785.514648, 107.529991, 15752.626953>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4785.463867, 107.529991, 15752.612305>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4784.321777, 107.529991, 15752.601563>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4783.326660, 107.529999, 15752.587891>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4782.265625, 107.529999, 15752.580078>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4781.139160, 107.529999, 15752.587891>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4780.038086, 107.529999, 15752.586914>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4779.075195, 107.530006, 15752.581055>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4778.235840, 107.529999, 15752.572266>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4776.769531, 107.529999, 15752.531250>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4775.552734, 107.530006, 15752.386719>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4774.603516, 107.529991, 15752.273438>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4771.817871, 107.529999, 15752.237305>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4769.828613, 107.530006, 15752.146484>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4767.127930, 107.530006, 15752.051758>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4765.334473, 107.529999, 15751.931641>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4764.200684, 107.529984, 15751.855469>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4763.471680, 107.529991, 15751.818359>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4763.006836, 107.529999, 15751.791992>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4759.923828, 107.529999, 15751.645508>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4758.293457, 107.529999, 15751.482422>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4757.500977, 107.529991, 15751.369141>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4757.016602, 107.530006, 15751.276367>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4756.690918, 107.530014, 15751.160156>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4753.275879, 107.529999, 15750.934570>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4751.905762, 107.530006, 15750.784180>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4751.370117, 107.530006, 15750.695313>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4746.468262, 107.530006, 15750.291016>)
16:7:41 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4744.684082, 107.529999, 15750.086914>)
16:7:42 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4740.422363, 107.529999, 15749.678711>)
16:7:42 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4739.195801, 107.529991, 15749.532227>)
16:7:42 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4738.863770, 107.529984, 15749.491211>)
16:7:42 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4738.703125, 107.529999, 15749.476563>)
16:7:42 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4738.588867, 107.529991, 15749.461914>)
16:7:42 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4732.540527, 107.529991, 15748.878906>)
16:7:42 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4731.443359, 107.529991, 15748.751953>)
16:7:42 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4731.260742, 107.529984, 15748.726563>)
16:7:42 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4731.144531, 107.529991, 15748.712891>)
16:7:42 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4731.029297, 107.530006, 15748.695313>)
16:7:42 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4730.232422, 107.530006, 15748.611328>)
16:7:42 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4729.644043, 107.530006, 15748.545898>)
16:7:42 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4729.060547, 107.530006, 15748.482422>)
16:7:42 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4727.194824, 107.529999, 15748.319336>)
16:7:42 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4725.458008, 107.529991, 15748.132813>)
16:7:42 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4723.760254, 107.529999, 15747.962891>)
16:7:42 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4721.838867, 107.529999, 15747.783203>)
16:7:42 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4720.306152, 107.529991, 15747.608398>)
16:7:42 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4719.113770, 107.529999, 15747.475586>)
16:7:42 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4716.850098, 107.529999, 15747.254883>)
16:7:42 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<4715.203613, 107.529991, 15747.083008>)
